orig_id,gender,age,text,box,chicken,door
81,Male,28,"I opened up my Facebook after day of work and started to check out what new came up. In one of my groups my friend that studying Industrial Engineering and Management half with Computer science posted some link. Link was telling about easy money that you can get from home with one condition. You have to be Technion student. Me as family man and student in Technion that always need money opened it. I checked if it possible to get extra new Israel shekels. First stage was to write down short story about something. So first of all I thought to myself ""what is  crap""? What should I write about? The second one get me until here and it was like: ""I can do this and it will be nice try to make something out without nothing"". Now after a little break to put my small one asleep I opened word and started to count the amount of words and it got only to 167. Where should I get more? At the same moment I heard my little one started to snore and it got few more words now! With a little smile on my face I continued to my few extra money. At this point I got little upset of thinking what could I do at the time I was writing but hey I got the amount of words think I love my story and the idea of it! I really would like to see the end of it! I hope the end will be a 50 NIS paper in my wallet and I will be joking about it with my friends. But this you would know only in the next chapter of ""story invention"".",The Right box,Stop!,Door C
82,Male,30,"I would like discuss about something that I find interesting - Combat Fighting as a sport. I argue that this is the ultimate way to claim dominance over another human being as something that is primal as the world itself.



Think about it, why do we feel excited about football or basketball, does it really that important putting the ball over the line or inside the net, does the point carry any use outside the court or field?

Of course not, it only symbolize the dominance we showcase in over our opponent, and as I mentioned, the form of combat fighting act the same way, we present our skills and clash against our adversary as pure as it can possibly get. People were fighting ever since history, it's in our DNA, we do it and we like it. The ultimate proving ground for soul digging in order to overcome all obstacles.   



As a regulated sport I believe combat fighting is exciting and enjoyable to watch and participate. It gives you motivation and inspiration, teaches you to think and make strategies, and above all keeps you fit physically. People how practice it feel more relaxed, focused and tend to create and find better solutions to many hurdles they come across. For then nothing is impossible or too hard to do, they feel they can climb the highest mountain only with the strength of belief.



I recommend everyone to try and practice martial arts and sure you'll enjoy it as much as I.",The Left box,Speed!,Door B
83,Female,25,"my life with Italian:

my father studied architect in the university of Venice in Italy.

he moved to Italy with my mother in order to learn there 2 years before I was born.

my parents learned the language when they arrived there. the spoke Italian fluently.

I've lived there for 5 years. I spoke Italian better than Hebrew.

when we arrived to Israel I realized that me speaking Italian is making me a stranger, I was different from the others kids. I decided to stop speaking Italian.

I refused to speak Italian and to listen to it, every time someone started talking to me in Italian I just ran away.

I completely forgot the language. for years I didn't understand a word. I think I just blocked it.

learning other languages was always easy for me. I've learned French in high school and Spanish from the television.

this year I decided to confront Italian. I believe that the language is still somewhere in my brain.

I signed to the Italian course in the Technion and surprisingly I realized that I understand everything. the teacher is speaking and I understand!

I am learning the grammar now and its easy for me. who knew that it could come back that easily.

I started listening to Italian music and watching TV series with Italian dubbing.

I hope that in a few months I will be able to speak fluently again.

it's amazing how our mind work!",The Left box,Speed!,Door B
84,Female,28,"I am a twenty eight years old student at the Technion.

I study at the department for Education in Science and Technology, majoring education in chemistry and in environmental studies.

I am married and have one daughter, nine months old.

Even thought I study education, I am not a teacher...

I work in an organization that promotes environmental awareness among students and engineers and my main goal is to promote science and technology education among children in all ages.

Our country's main asset is its people and their minds, ideas, dreams and innovations. We are called ""the start-up nation"", but there is a chance we will not be worthy of this title in the future, due to lack of interest in science and technology among children. 

By making science education approachable and not threatening, my colleagues and I hope to encourage children to pursue this field in the future. We do this by using fun activities, that do not include the classic scientific characteristics. We show that science is everywhere and that everyone can be a scientist.

Using approachable materials and content also allows us to encourage the participation of children that might come from a difficult background and can not afford expensive extra curricular activities. ",The Left box,Stop!,Door A
85,Male,26,"I really love to travel the world and see new places. I've already been all over South and Central America and the most parts of USA. Last year I made a 7 month trip to eastern Asia. I started in Nepal and I've been exactly in the places where the big earthquake hit not long ago. When you are young and you don't have a lot of responsibilities you tend to make ""stupid"" decisions. I draw to the most dangerous stuff and I was hooked to the adrenaline. I did the rafting in Peru where more than 10 Israelis died. I went to treks that many people said I shouldn't because they are not safe. Every time when a disaster happened in the places I've been, I can't stop thinking what if?... Is it really worth to risk your life for a 30 minutes of adrenaline rush? I'm trying to give myself the logical answers but I really feel that it's an addiction. Even now when I understand that I did some stupid stuff that I won't do again I can't stop waiting for the next trip and I have the feeling that when I'll be in the ""mind of the trip"" I will go back to make irrational decisions. I just can't help it. The experiences I had and the stuff I've seen is priceless and after all what is life if not to risk it all over and over again?",The Left box,Stop!,Door B
86,Male,28,"Is there a point in a Holocaust Memorial Day when we ignore the holocaust taking place in front of our eyes? The one we finance with our money and hunger? The Holocaust that happened years ago, we cannot change it - yet in the current Holocaust we are the active perpetrators - we are not the victims. What is the point in mentioning the cruelty of the Germans - when we pay for similar cruelty from our pockets? A lamb cries in Holocaust day as well - taken from his mother for his upcoming slaughter. Chicks are shredded in Holocaust day as well, beaks are cut off, throats slashed. The blood of the cow is spilled on a dirty floor, her body still quivers as she begs for mercy her feet tied to the ceiling. She doesn't know it is Holocaust day today. A wide breasted chicken cannot hold his weight any longer and is trampled to death by his cellmates - in Holocaust day as well.

And we stand aside, approving in our silence, as we participate in yet another memorial and proudly say: ""Never again!"" - meaning in earnest: ""Let it never happen to me, or to my friends - and if it should happen, then far away from me. Lest I see or hear the cries of the victims."" We are deeply moved in the memorial and when the lamb is slaughtered his cry is not heard, and the world continues as always. For the animals it is a Holocaust day every day.",The Right box,Speed!,Door A
87,Male,19,"I am nineteen years old, I am a student in Technion for first degree in aviation engineering. I have two sisters thirteen  which are twins. One of my sister is going in summer to Tamark Camp in USA for month. I'm a student in project of IDF. Some of my interests are swimming, playing tennis. During the period I was in school I volunteer in Magen David Adom, one of the reason I went to volunteer was the fact that my mother is a doctor and she want me to go to there. I volunteered for almost four years from nine's class to twelve's class. I have also a driving license which I got after the first exam. In my psychometric exam I got a grade of 659 buy I did the exam once more and manage to get better grade which is higher in ten points,669. I always wanted to be a doctor but my grades were not enough to get me study medicine, but now I think about it and I think that medicine is not for me. My best hobby is skiing. My first attempt to ski was in Hermon Mountain which is the highest mountain in Israel. last Summer I also finished my school and for that reason I was in vacation in Canada with our relatives. during this trip I was in Toronto, Otawa and Quebec but it was not my first time in Canada. When I was thirteen years old my parents took me to trip in USA and Canada. ",The Left box,Speed!,Door B
88,Male,26,"Few nights ago I was out with some old friends in Tel-Aviv. we celebrated the birthday of my good friend Shir in a pub called Tangir.

We were all supposed to sleep in Amir's apartment (another friend).

We started drinking and told old stories about the times we use to have. as the night continued we were all drunk and suddenly Amir's girlfriend showed up! of course we can't all go to Amir's apartment now. luckily I haven't drank much (so I thought) and as the designated driver I had to stop drinking alcohol and start drinking water. so we all took a walk in the city for a while until we found something to eat. we continued talking and laughing until it was late and I thought the influence of the drinks has passed.

We all said goodbye and I started driving back home. in the exit from Tel-Aviv there was a road block of the police. the policeman ask me to blow in a tube to see if I drank. obviously I failed the test and I was told to pull over. the policeman asked for my driving license and told my to get out of the car and come with him. he told me walk on a straight line, which I did, and to close my eyes and touch my nose with the finger of each hand, which I also succeed. then we filled in some forms and told me to blow in another device, a much bigger one this time. obviously the device showed that I was drunk. my license was taken for 30 days and now I am waiting for the trial.",The Right box,Speed!,Door A
89,Male,28,"I can about myself that I love sport, I do all kind of sport especially mama mixed martial art. When I was little about 10 years old I practiced judo for 2 years, when I was 16 I've practiced Muy Thai (Thai boxing), after the army I did Brazilian jujitsu .Last year I took a course of judo where I learned all the basic skills that are required for practicing judo in advanced level .I was in the beginner's class then, coordinate your legs and your feet all together while planning a trap to your opponent is very hard. Think about that, while your learn to do so, your classmate learn it as well so the question is how can I improve myself be better than my class mate and surprise them all at the same time,(even though I did some judo when I was 10 I didn't remember anything) so  the answer is.. YouTube (of course). Before each lesson, twice a week, I watched YouTube and learned new moves and repeated old moves, that I've learned or saw before. At the end of the semester the teacher told me that I have improved well and asked me to join the league. I accepted and this semester I went to a competition where I took third place in a country competition. Since then even though I am learning at the Technion I am practicing twice week. Last semester I couldn't go twice a week so I took boxing course once a week to keep in shape. So yes I love martial art.",The Left box,Stop!,Door B
90,Female,24,"It was long ago, and yet I still have a clear memory of that day. I remember the dull grey color of the sky, the frost on the windows the sound of my footsteps on the icy sidewalk, and the smell of a dead rotten dog I passed by on my way home. The streets were empty, there was not a single sole out there except me. It wasn't a great surprise given that weather. I enjoyed the emptiness, sound of rustling leaves moving in the wind -the whispers of the trees. It was as if they were trying to say something, something I couldn't possibly understand. And their whispers grew louder and louder until I couldn't bear the deafening sound anymore. The next thing I knew was everything around me became black. when I awoke from the great pain I felt in my legs and glanced down at them I was to discover they were gone. My legs were chopped off and left right there beside me on the ground, like useless pieces of meat. It was a rather horrifying site, one of those few anyone would give everything in order to forget. I then lost conciseness. When I woke up next the pain was gone, but  the first thought that crossed my mind was how I was going to get up if I have no legs. It was a split second before I realized it was all a dream. The first dream I ever had. ",The Left box,Speed!,Door A
91,Male,26,"My dream:



I was late afternoon on a chilly summer day. My friend Johnny and I were sitting on a sandy beach with our backs to the water digging in the sand vigorously. We had no tools so we dug with our hands. I remember the sweat dripping down my forehead and making my eyes sting. I remember the rough sand lodging itself beneath my fingernails. Johnny asked me why we were digging this hole and I replied ""keep digging. It still isn't deep enough. He looked puzzled for a moment, but it seemed I'd persuaded him. To tell the truth, I myself had no Idea what the hole was for. All I knew was that it was urgent. We dug and dug as the sun met the horizon, and cast our long shadows before us. Finally I felt the hole was deep enough and I stood and circled it. I looked at Johnny and nodded my approval, then I noticed he wasn't looking at me. He was staring behind me in horror. I swung around and saw them. The monkeys. There were hundreds of them, of every shape and size I know. They were running at us from the jungle bearing spears and large rocks, shrieking at the top of their lungs. I looked to my right and left for a way to escape, but they had already surrounded us from all sides. Johnny was screaming and I myself was terrified and the monkeys were getting closer and closer. Then I woke up.",The Left box,Speed!,Door A
92,Male,25,"So the instructions say to write about so I'll be writing about home-brewing beer. My older brother started brewing beer when I was around 16, and I thought it was really interesting so I decided to make some as well. I started with extract brewing which means using concentrated wort and adding maltodextrins for mouth feel. I made a few batches like that but eventually wanted to move on to more sophisticated beers, and was limited by extract brewing. I briefly did some partial extract brews, which uses some grain and some concentrate, but finally started doing all grain batches which uses only grains. The grains for beer making are usually barley, with some others for taste like wheat, rye, and corn. Since starting I have come to appreciate the hard work that goes into every beer people drink, and the new styles that come out. In addition I have also started to grow hops, which is a plant that flowers, and the flowering cones add the bitterness to beer to offset the sweet malt flavor. So far I have probably made around 15 batches, and I still have so much left to learn. It has been such a rewarding hobby, both for myself and for others. Friends are always willing to come over and help me drink the beer, and it is just a pleasant experience making the beer, tweaking the recipe, tailoring it exactly to my wants and desires. All in all it's a great hobby and I encourage anyone with any interest to try it as well.",The Right box,Stop!,Door A
93,Female,24,"I once read a book that completely changed my life.

when I was 16, I read the book The Count of Monte Cristo, written by Alexander Dumas, and at first I didn't know what was expecting me. My history teacher mentioned it when she talked about chateau d'if, a fortress standing on a lonely island close to France. 

I bought the book and got to know Edmond Dantes,  a young seaman about to get married to the love of his life and get a big promotion, becoming the captain of the ship he worked on.

However, three very mean and jealous people got him arrested and thrown into the prison in chateau d'if for 14 years. After he miraculously escaped, He found the lost treasure of Spada in the island Monte Cristo, and became The Count of Monte Cristo, searching to revenge the ones who ruined his life. He then meats new people, and slowly we discover, together with him, what happened to his loved ones during those 14 years of him being imprisoned. We witness his struggle between his urge to revenge and his willing to stay human and make justice. He travels the world, learns about the nature of people and the nature of himself, about the power of love, about god and about the place of the human in the system of the universe. I learned from him, and with him, a lot, and I will always carry him and his life-changing journey in my heart.",The Right box,Speed!,Door A
94,Female,25,"I am a second year student of electrical engineering, my first year learning here was a bit rough but now that I have finally mastered the secrets of getting my brain to play along I can even say it's becoming fun to study. 

I've even managed to have a new hobby- I taught myself how to knit and I'm doing great so far!

My last knitting project was a bed-cover for my dog made out of thick tricot threads in blue and grey. The best part of it was that Lucy, my dog, chose to sit on it even before I was done with it, giving me motivation to finish it soon and assuring me that I chose my project well.

Knitting even helps me studying! while sitting in a lecture my mind often drifts away and I tend to loose concentration, but while knitting my adventure-seeking-part of the brain is busy monitoring my hands so I don't make mistakes allowing my trying-to-study-part of my brain to listen to the lecturer.

I know it seems to be a bit of a forgotten art or something only old grannies tend to do but I have to say it's quite challenging and has even a soothing affect. I really like it and I recommend it very much!",The Left box,Speed!,Door B
95,Male,20,"Hello, I'm 20 years old. I take part at program name ""Atuda"".

We first finish our first degree and then join to the army.

When I were young I wanted to join the Army and become a soldier,

but because I have ""Asthma"" disease I couldn't be a soldier.

At the beginning I were very sad about that, but today I think 

it was for me. I started the degree at the Technion, 

My habits are playing and watching football and basketball also.

I think sport is way of life. Sport makes people happy 

and healthier, and educational institutions should involve that 

thinking at better way.

I training at the gym twice a week and I play football twice a week

it's help me to start the day and become more aware. I also take part at football course at the Technion and get a grade, and this combination between fun and good grades is great. 

My favorite team at football is Maccabi Haifa, and I happy the stadium close to the Technion, now I can go to see games at live.

Maccabi Haifa's stadium calls Sammy Ofer. It's one of the best

stadiums all over the world, with 30000 sits. It's a big pleasure to come and watch games, and all the fans so great and make a fantastic mood. ",The Right box,Stop!,Door B
96,Male,24,"Hi, my name is <PERSONNAME96> and I will elaborate in this essay a little bit of information about myself, and experiences that I had in my life.



I was born and raised in a village(Moshav in Hebrew), 10 kilometers east from Cesaria. My parents were farmers when I was a young boy, and I love this way of living, in the matter of fact, I miss it.

Livestock is something that is very characteristic for my village and almost every family are interacted with livestock in one way or another,

my family for example, had a chicken coop.



When I grew up, my family, the same as many other families, stopped working as farmers and these days my father is a lawyer and my mother has a business of selling toys.



I love sports and that is the reason why I do so much of it. I play football, basketball, tennis, volleyball etc. from my personal perspective, sports is important for the human's soul and  it helps to keep up with mental stability. Or as the cliche says: ""When one has a healthy body, it has a healthy soul.""",The Left box,Speed!,Door C
97,Male,19,"Music is one of my greatest and earliest hobbies. Ever since I was a young child, I listened to music from my mom's CDs. When I was 3 years old my parents bought me a toy piano and a study book for piano, and soon enough I started learning simple melodies. At first and second grade I lived in Canada, and there I learned to play the recorder. My recorder teacher used to play along with the students and it sounded great. This later got me to want to learn to play the piano. I started at third grade and I had played ever since. Originally I played classical pieces, but I later moved on to jazz piano. Alongside my piano studies, I had a growing interest in rock music, which encouraged me to start playing the guitar. I taught myself how to play, and I bought a classical guitar, and later an electric guitar.  Today, I still play all of these instruments, but much less than I used to since I started studying at the Technion. I also play in a band in Haifa. We are relatively new but we will hopefully get better and more famous. I hope to continue making music until the day I die.",The Left box,Stop!,Door C
98,Female,20,"I would like to tell you about the thing I hate the most- racism. I HATE it. It is probably the only thing I hate. that and broccoli. I did not suffer  from it too much, I did not evidence it in a traumatic way. I just simply understand, in both my mind and my heart that it is the key to all that is bad in this wonderful world. why?

let me try and give you a taste by telling you about my BEST friend. she is Russian - ""the best"" Russian, on Russian scale. and she is proudly racist. was actually. through all of our friendship we never talked about it- we knew it is a dangerous topic. but deep in my heart I knew - she was fooling herself. she is a kind person, she is no racist. But I kept silence. one day we started talking, and came to the conclusion- she was thought to be racist. not intentionally, of course, but the morals she was thought at home are similar -her family only values beauty, nationality, skin color and so- all qualities you are BORN with, or into. she was never appreciated for achieving anything by hard work, and never motivated to do so. there for, when she looks at a stranger, those are the qualities she is going to judge him for. people raised in the same way are people who will not value anything achieved by work. racist people are in another words people who believe you are who you were born, and nothing you do can affect your value. My friend's eyes were opened by me and others like me. when the world will understand what racism really is it will be a much more peaceful and moral place to live in.",The Left box,Speed!,Door B
99,Male,19,"Before the test period, I had a dream about the Technion. In the dream I was in the middle of an exam and I didn't know  a thing. I went to the lecturer, but he told me to return to my seat. Unfortunately I didn't remember where my seat was, so I decided to sit on the floor. The moment I touch the floor it became an ocean and I started to drown. All this time I was holding the exam and I couldn't let it go. I was yelling for hours (or that is how it felt) and no one came to rescue me. Finally I calmed myself down but as soon as it happened I saw my lecturer chasing me. I don't know how, but suddenly I was on a huge plane making a freefall. When I got close to earth, I woke up. This dream made me stressed out all this period. I didn't ask question during the tests, because I was afraid that the lecturer or the teaching assistant wouldn't like my question and I won't know what to do. During the late-testing, I have understood that if I don't ask, I be the one who loses from this situation. Therefore, one test I took courage and ask the lecturer something about the test. Although the lecturer didn't, I felt a lot better from this day.       ",The Right box,Stop!,Door A
100,Male,20,"Hi, my name is <PERSONNAME100>. I am 20 years old. I grew up in France where I graduated High school at 16. Then I moved to Israel where I learned for a year and a half in Yeshiva before enrolling the IDF. I have been soldier for a year and a half and after I left the IDF, I came to the Technion. I am now a fresh year student in mechanical engineering. Some things about my self : since I am 6 years old, every summer I use to go to camp. Ii have been, camper, counselor in training, junior counselor, counselor and manager assistant, manager assistant and last summer I was sub-director. For all those past 14/15 years I have done more that 20 camps and the only summer I didn't was the one I was in the army. The problem I have now at the Technion is that exams are in July, when the camps are. But thanks God, I have found for this year a group to manage on October before the academic year starts in Israel. But for my next summers to be I am dreaming about learning a spring semester abroad so that I may go back to camp. And I also the possibility of consulting groups during august but I am usually travelling with my family in those days of the year. Anyway, I am enjoying here every day at university, and I'll make it through.",The Left box,Speed!,Door C
101,Female,20," Nancy. When people hear her name they tell me hahaha you was named after the singer Nancy Ajarm?! They tell her this without giving her the chance to explain herself. After taking a long breath she smiles at them and say: No guys my mother won't ever do something bad for me and name me after a singer! Her mother named me after Nancy Regan. For people who don't know who is she, Nancy Regan was the wife of Ronald Regan, United States of America president in 1981.

In that day when I was still live in my mother's warm home, waiting for the time to pass and the nine months end, mom was watching the news when suddenly an elegant woman showed on the screen, a woman that was standing next to her man, supporting him and giving him a gorgeous smile with her fascinating character and look that attract the eye. That moment when mom decided to give her little girl that she is waiting for her to come up to the world, she decided to name her Nancy. She hoped that one day her daughter will become important, beautiful and shiny and most important to be affective in the society and change things to be better. The whole hospital heard the crying of the little girl when she was born. Everyone ran to hug her  ,kiss her and say welcome to her to their paradise. Four boys and one girl followed her and joined the club to compose one big happy family. She grew up in a loving and warm surrounding. They always told her that she has a magical smile and a pure soul that can give love and be loved from everyone. They had great expectation from her to come up when she is big. The girl finished  high school with excellent grades. Then she worked so she can fund her education. Her higher dream was to join Technion. She had an ego to discover this huge institute that everyone was used to talk about. She accomplished her dream and was accepted in Technion. She's a grown up girl now. She's far from her home and people who love her. But their love always accompanies her where ever she goes.

Nancy. Yeah this is me :)

",The Left box,Stop!,Door B
102,Male,23,"After serving in the IDF for 3 and a half years, I traveled to New Zealand with one of my army buddies. We had a circle trip both in the south island and the north island. 

The landscapes are probably the most beautiful I had ever seen in my life. 

One of the best experience I have had was the 'angelus lake' trek in the nelson lakes area.

After a long, exhausting climb in the hot weather, and after almost dying trying to cross to the other riverbank, we have reached to the top of the mountain. There we have seen an amazing blue lake, sits between number of mountains. 

After a good sleep in a hut watching the lake, we started our way back. We had to cross narrow path, and strong winds had us to bent over all our way to another safe zone. It took us about 5 hours getting down of the mountain back to the car, then we went back to the city of nelson, where we had some nice shower and ate good pizza to get our strength back. 

The thing I loved the most was the kindness of the kiwi's (the slang word for New Zealanders), the beautiful landscapes and the quiet. 

Also It's a great way to meet new interesting people from all around the world, from Iraq and Iran to Germany and South Africa. 

In summary, I had a great time in New Zealand and I would definitely love to go back one day for the second time.",The Right box,Speed!,Door C
103,Female,22,"I believe dreams are a key to yourselves. That's why I've been exploring my dreams for the past year. The following is a lucid dream I had the very night I decided to dedicate myself to lucid dreams.



I woke up in my dorm room bed. It took me a while to convince myself to do a reality check, but eventually I managed to count my fingers. there were eleven. I felt I had to get out and wake up but there was no exit, so I climbed the walls, pushed the ceiling tiles, and arrived at a jungle with a big castle, where I met my mother.



She told me my grandmother was a lucid dreamer and had told her of a way out inside the castle. We went inside and met a girl in a wheel-chair who knew my grandmother. There was a big mirror hanged and I looked at it. What I saw was terrifying. My face started twitching and distorting fiercely, as I felt the pain.



I managed to look away, but then I remembered I read mirrors can reveal a great truth in lucid dreams, if you prove to them you deserve it. I looked at it again, letting the horror wash me, becoming one with it. It stopped and instead I saw a drawing my grandmother made as a child and knew it meant I could master the world of dreams.



We continued to go deeper and deeper inside the castle, surrounded by mirrors, until we finally found the way out. My mother guided me through and I woke up in my bed.",The Right box,Stop!,Door C
104,Female,25,"This is a story about a wild cat. 

I usually don't jog. I hate it deeply. But, once, a short while ago, I decided to have a run with a friend of mine and her dog at the evening, by the sea. As we were running, we paced down into a fast walking, and out of nowhere, a cat jumped at my friends' dog, while clinging on to my legs on it's way. Now, this was no ordinary cat. This was a truncated-tail black cat, with scratches all over it's body and crazy little eyes, who seemed to have battled quite a lot in its short life. The dog was about ten times the cat size, a fact that didn't stop it from going at the dog over and over, fighting back, attacking it in its face. We were so overwhelmed by what that had just happened, that the little burning sensation around both of my knees seemed minor at that point. Plus, I didn't want to be ""ego centered"", so I didn't mention anything until the end of our walk. When I got home, I discovered that that demonic street cat, had its nails through my tights, and I had 2 bleeding and burning scratches around each knee. That whole jogging experience cost me not only my ""health"", but also a day of wandering about emergency room, rabies center, and finally 6 shots plus an additional 5 shots on the next weeks. Well, at least now I'm immune. Or sort of:/",The Right box,Stop!,Door A
105,Female,22,"Since I remember, every summer holiday is time for a vacation abroad with my family. My parents, sister and I used to have so much fun during these trips.  My mother used to be responsible for all the hard work that's needed to be done in advance: deciding where and when we'd fly, arranging everything from car pool and hotels reservations to helping her daughters with their luggage. She always wondered if her decisions where right, and even during the trip itself she sometimes had regrets. However each and every one of these trips was a wonderful experience for our family, not only because of the amazing places we've been to, but because we were together. This was the only time of the year that all four of us were together from sunrise to sunset. My parents always worked very hard, arriving home late in the evening. The vacations reunited us as a family and we actually had many experiences, talks and a lot of laughter together. I was expecting the family trip almost all year round, just to get to see my parents relaxed and having fun instead of working so hard. Lately, I've been thinking about how my future family would be. Will I work so hard so that we'd be able to spend so much money in the summer or will I prefer working less hours a day so that I'll have quality time with my family all year round? The question is still open in my brain. ",The Right box,Stop!,Door A
106,Male,21,"Hello, my name is <PERSONNAME106> and I live on a small town near Netanya. Whenever I have some free time I like to run, especially in the nature. On the last summer vacation I ran so many times in the fields outside my town that I felt very familiar and comfortable with every path.



Especially I like to see ""The Lake"" which is a cliff with a view to a big lake made out of rain waters. The Lake represents for me a feeling of freedom, connection to nature and relaxing. One day my friends and I were at home and looking for adventure so I decided that we will make a dream come true and build a raft and set sail in the lake. They liked the idea too and we started collecting floating materials all over the town. When we had enough of those we brought them to the lake and got started on building it.



After a few hours the raft was ready. We named it ""The Dovra"" after a raft that appeared in a book I just read. We threw the Dovra in the water. I was the one to go first, I found a way to the water through the bushes and swam to the Dovra and climbed on it. It carried me nicely. Than another friend climbed too, and when the last friend started to climb we were too heavy and all the floating materials popped out all over the lake!



The second chance was more successful and we had some great time! Finally we can say that we have been in the lake, not just watching it from above...",The Right box,Stop!,Door C
107,Male,25,"My name is <PERSONNAME107> a courtly student in the Technion and a former professional swimmer in Missouri state university. My story began at the age of ten when I only learned how to swim. I have never been a good swimmer at that time but I knew I can do something big if I only believed in my self. When I got to age 13 I won the Israeli championship and form that time wining was a regular thing regardless to my swimming careers. When I got to age 20 I flow to United States of America to Springfield Missouri to accomplish my dream and go to the Olympics. I have swam with the best, and I knew I have to maintain my skills to accomplish my main goal. Moreover, at that time I was a pre medical student. It took me one year to understand that swimming is great but I have a new goal-to be a doctor. After that I got back home and continued at the Technion in chemical engineering and after finishing here I would like to continue to medical school. In conclusion, always follow your dreams, if you want something believe in your self and with great work it can be done. I truly believe have had a lot of great adventure and I'm willing to have some more after finishing the Technion chapter in my life.",The Left box,Stop!,Door B
108,Male,25,"Hello, my name is <PERSONNAME108>, I am a first-year student in the Technion.  In the last years I am thinking more and more about some funny things that are in our world.  I am speaking about controversy between creationism and Darwin's evolution. 

When I was studying in school, I was pretty sure that there is not any doubt and our planet appeared about 5 billion years ago, after that somehow appeared life, etc.  It is important to say that I grew up in Russia, in absolutely secular environment. I was very amazed, when had heard in the local university from teacher of history, that theory about creation still be popular enough even among some scientists, because (and there my world was shaken a bit) evolution does not explain everything and there is some difficulties with it.

I said that my world was shaken just a bit, and it is completely true. I was about 17 years old and had had other things on the mind. However, sometimes I wondered which theory is true.

Now I am sure (maybe, word ""believe"" suit better, but when you believe, you are sure) that creationism is true. Darwin's evolution seems to be mirage for me. Too many things are not explained (although it is claimed here and there that ""scientists proved""), such as complicated systems of organs. Most organs connected in complicate systems, in which every detail is useless without others. For example, an eye will not ""work"" alone. There is a district in a brain, which can control it and decode information, taken from it. There is a nerve, which connects between the brain and the eye. And there is not any evidence that the nerve, the eye and the district can be useful without other elements, that leads to conclusion that they appeared together. 

So, sometimes things we are believe in are going to change, and we should be prepared to it.",The Left box,Speed!,Door C
109,Female,23,"As a child, my family relocated to Jordan. When I tell people this - I always receive stares of bewilderment. The questions that follow up are pretty routine, and so my answers are rehearsed and concise: For my dad's job, For a year and a half, Yes I had friends, No it was not scary. 

That last answer is somewhat of a lie. At the time, being 7 years old, it wasn't so much scary as it was lonely at times, and strange, and I often hated my parents for forcing us to move. Looking back, I understand the constant danger we were in, and I have so much respect for my parents for protecting us not only from said dangers, but also from seeing how terrified they were. It was the days of the second Intifada, and as riots and terror attacks were starting up in Israel, the same kind of terror activity was targeted at us, the Israeli diplomats in Amman. 

Also, probably the most traumatizing experience was the day I came back home from school and found my home all packed-up, as we were being returned to Israel the next day. I didn't get to say goodbye to my friends or finish my library book.

But you know what they say - what doesn't kill you makes you stronger. Although try to kill us they did, I look back at this time with a smile. I gained many life experiences during those days - not to mention a second language! And a really cool story to boot.",The Right box,Stop!,Door A
110,Female,21,"My name is <PERSONNAME110>, I am a new immigrant from France , I made Aliyah right after high school. After one year in Israel, I got engaged into the army, as an observer at the Lebanon line.  It was a difficult experience but I am  happy that I did  it, that I had the courage of moving into the unknown , of immersing myself into a strange new world. 

Now I am studying industrial engineering in the Technion. I don't really know why I chose this, I don't really have one thing that I love doing. Maybe this is the point, this diploma gives me a lot of possibilities  for the future. A few months ago, I voted for the first time as an Israeli, I discovered how hollow the Israeli politic is. When I was in France I used to enjoy from political debates, but here this is only about politicians interests, and no one talks about the well being of the citizens. Yesterday, the government has been chosen, and I am really disappointed. First because I don't see how this government represent the will of the people, I cannot believe that people want a former prisoner, someone who stole money from the citizens, as a minister. Secondly, all what I see is that the law is not made to  improve our lives, but to improve politicians lives. What I learn from this is that I really have to become one of them.",The Left box,Speed!,Door B
111,Female,25,"When my husband wanted to propose to me, he tried to think creatively and wanted to shock me without me getting suspicious about it. Luckily for him, I chose the time and place and we went wall climbing. My man talked to the owner of the place, asking her to help him get the present he got me up on the wall. After some good time, the lady asked me if I wanted to climb some special wall, or one that would help me relax after all the climbing. After I agreed, she took me to the wall my present was hidden. The wall was not an easy one to climb yet the lady tried to convince me to get all the way up and touch the big stone at the ceiling.  But unfortunately I couldn't reach there, nor did I understand why I should do that. As I came down, the nice lady told me to get some rest (to get her some time to remove me present of course.) and then I climbed a much easier wall. I quickly got to the top of the wall, there behind one of the holders I felt something. I remember saying to myself - who would climb here and leave something here? So I was kind enough to take it with me, to throw it away, of course. But as I got down and looked at what I had in my hand, I was surprised to see a small shot glass with a note inside: ""would you be my wife?"" :)",The Left box,Stop!,Door B
112,Male,28,"I am a student in the CS faculty, finishing my studies this semester. As all students in the CS faculty, I started working in Intel few months ago.



Intel is a great place- great people, decent job, really comfortable and even the payment is fair. I'm working in the same team with few of my friends from school, get along really well with my boss( since we are the only 2 smokers in the group) and actually enjoying the job.



Problem started a month ago - a family friend that heard about my plans to go to grad school, offered me a dream job in IBM labs - joining a research team (information retrieval) that takes part in the Watson project. that's more or less the holy grail of CS. Not only that - they 50% higher salary than Intel too and help with stuff related to grad school. The best opportunity I could get.

The cons are that I'll need to break my promise to my boss (that I'll stay for a couple of year in Intel) and that the offer from IBM is for 3-4 months - they do not promise anything for later (even though it's likely to happen).



So now, I basically have no idea what to do :(

(My boss actually told me to take the offer from IBM, not sure if he really meant it or he just trying to get rid of me politely)",The Left box,Speed!,Door A
